CODIGO,ALTITUD,CODIGO_S,EMBALSES_SC,Demb arr.(m),Demb ab.(m),Dist.Guadalq.(m),UTMX,UTMY
1.21.39,452,21,4,No existe,23693.21332,103272.5769,225151.2891,4227591.888
1.21.40,452,21,4,No existe,26264.33157,105843.6952,223258.6512,4229735.168
1.21.41,486,21,4,No existe,35681.82507,115261.1887,218865.2914,4234165.754
1.21.42,506,21,4,No existe,37441.9789,117021.3425,217115.3353,4230722.947
1.22.1,269,22.1,0,No existe,No existe,22059,241422.93,4176259.22
1.22.2,13,22.1,0,No existe,No existe,6383,245415.02,4164990.22
1.22.3,61,22.4,0,No existe,No existe,11938,235903,4164201.15
1.22.4,13,22.4,0,No existe,No existe,3235,235193.05,4156868.12
1.22.6,15,22.2,0,No existe,No existe,4757,241639.03,4162048.18
1.23.2,413,23,9,No existe,13287,123563,180827.69,4208128.04
1.23.3,410,23,9,No existe,7426,117703,185323.55,4205834.38
1.23.4,351,23,9,No existe,2930,113203,188308.49,4207634.19
1.23.5,411,23,9,No existe,13473,123746,181668.49,4206938.61
1.23.6,368,23,9,No existe,6813,117088,185694.88,4207657.47
1.23.7,479,23,9,No existe,14660,124229,182258,4212248.45
1.23.8,366,23,9,No existe,3425,113009,192525.72,4208876.03
1.23.9,397,23,9,No existe,9759,117254,193334.42,4211772.62
1.23.10,283,23,9,4064,7477,97072,199065.46,4199497.93
1.23.11,258,23,9,8754,1373,91161,202430.16,4197088.62
1.23.12,456,23,9,No existe,3286,113136,203184.88,4210376.44
1.23.13,327,23,9,7821,9967,100068,201628.67,4201997.49
1.23.15,411,23,9,5216,37366,91771,220222.26,4202788.39
1.23.16,360,23,9,18757,23636,78061,225610.31,4197873.83
1.23.17,429,23,9,No existe,7357,95265,221703.07,4205545.37
1.23.18,382,23,9,No existe,21423,75840,219623.78,4195678.62
1.23.20,354,23,9,No existe,11740,87768,199869.98,4187604.04
1.23.21,299,23,9,No existe,6453,82475,203607.36,4188056.52
1.23.22,336,23,9,28749,13732,68148,223938.62,4193812.24
1.23.23,318,23,9,33636,8790,63219,225275.64,4190075.11
1.23.24,188,23,9,1844,9495,68333,211948.81,4187357.89
1.23.25,170,23,9,7223,4097,62934,213809.66,4185010.04
1.23.26,354,23,9,No existe,7586,62030,221875.87,4187562.66
1.23.27,278,23,9,40806,1534,55958,223906.17,4184611.88
1.23.29,204,23,9,3350,4913,40762,229853.07,4178118.75
1.23.30,111,23,9,804,806,33658,232051.4,4173754.82
1.23.31,129,23,9,No existe,6127,31661,220579.61,4162142.7
1.23.32,31,23,9,2790,24957,20855,225844.48,4158557.96
1.23.35,2,23,9,8544,19157,11797,231907.32,4154385.62
1.23.39,419,23,9,No existe,11085.96664,123535.9757,193838.6444,4213603.458
1.23.41,546,23,9,No existe,17686.1258,130136.1348,194094.5429,4217794.005
1.23.42,563,23,9,No existe,57132.85832,115341.8397,210825.2895,4211412.086
1.23.43,477,23,9,No existe,49468.21213,107677.1935,214911.6513,4206951.193
1.23.45,450,23,9,No existe,48300.02302,106509.0044,216407.3902,4208321.073
1.23.46,426,23,9,3648,42810.94617,100934.5759,219385.1788,4205446.646
1.23.47,454,23,9,No existe,44679.89053,102803.5202,222499.3587,4206643.843
1.23.48,450,23,9,771,45679.19817,103802.8279,218950.6579,4207581.538
1.23.49,496,23,9,No existe,3814.292357,109281.3779,218837.3893,4212159.402
1.24.1,68,24.1,0,No existe,No existe,13212,225593.91,4141215.64
1.24.3,3,24.2,0,No existe,No existe,6846,226304.01,4128619.77
1.25.2,36,25,3,No existe,16861,85935,214232.17,4149572.74
1.25.4,24,25,3,16952,No existe,83691,215053.65,4147256.16
1.25.5,36,25,3,10093,No existe,90559,215715.38,4153119.44
1.25.7,56,25,3,No existe,69703,69840,204324.65,4133940.43
1.25.8,64,25,3,No existe,71871,71869,199972.28,4134212.15
1.25.9,1,25,3,52638,No existe,48276,215312.04,4120297.66
1.25.10,244,25,3,6136,20975,124982,202760.23,4172703.71
1.25.11,127,25,3,21366,5794,109803,209113.04,4166840.54
1.25.12,196,25,3,No existe,13116,118015,199667.41,4164984.04
1.25.13,156,25,3,No existe,7667,112571,202364.25,4163466.16
1.25.15,77,25,3,No existe,11550,97985,214738.6,4159403.1
1.25.16,248,25,3,No existe,49500,127143,210377.78,4176207.02
1.25.17,192,25,3,No existe,39646,117296,216374.47,4171573.65
1.25.18,55,25,3,No existe,20729,98368,217785,4158845.56
1.25.20,24,25,3,No existe,29996,80600,212015,4144289.57
1.25.21,77,25,3,No existe,58347,81480,201770.18,4142568.56
1.25.22,27,25,3,No existe,43553,66705,208954.52,4133559.86
1.25.23,30,25,3,No existe,63925,63995,204856.01,4129099.11
1.25.27,62,25,3,No existe,75702,67482,221721.1,4135760.81
1.25.28,6,25,3,No existe,63040,54818,217345.48,4125241.02
1.25.29,14,25,3,28572,No existe,72401,212991.66,4137432.68
1.25.30,10,25,3,35464,No existe,65402,210956.58,4132162.63
1.26.1,581,26.1,0,No existe,No existe,980,514711,4225028
1.26.2,932,26.2,0,No existe,No existe,4217,510287,4223682
1.26.3,518,26.3,0,No existe,No existe,1072,503697,4221702
1.26.4,757,26.4,1,No existe,15444,13406,507492,4217099
1.26.5,524,26.4,1,No existe,11032,8995,503632,4215791
1.26.6,578,26.4,1,2497,No existe,7704,502295,4211755
1.26.7,443,26.4,1,7862,No existe,2339,498960,4214125
1.26.8,701,26.5,0,No existe,No existe,26354,501665,4206297
1.26.9,569,26.5,0,No existe,No existe,23188,500797,4202557
1.26.10,504,26.5,0,No existe,No existe,18428,498014,4201588
1.26.11,611,26.5,0,No existe,No existe,22231,499976,4199294
1.26.12,646,26.5,0,No existe,No existe,22412,499257,4197352
1.26.14,441,26.5,0,No existe,No existe,7824,492285,4205650
1.26.15,469,26.5,0,No existe,No existe,13138,494384,4202428
1.26.17,464,26.6,0,No existe,No existe,7029,489601,4199066
1.27.5,715,27,5,No existe,99625,35198,496356,4186009
1.27.6,657,27,5,No existe,97492,33262,495661,4187463
1.27.7,685,27,5,No existe,98637,34407,496192,4186629
1.27.10,356,27,5,84912,No existe,5175,479642,4198183
1.27.11,363,27,5,79604,No existe,10483,480680,4195232
1.27.12,377,27,5,73000,No existe,17087,481309,4191075
1.27.15,447,27,5,47683,No existe,41796,491191,4177377
1.27.17,675,27,5,No existe,48634,54884,497723,4179501
1.27.19,607,27,5,No existe,48983,55232,499630,4174432
1.27.20,481,27,5,No existe,43000,49213,496015,4175463
1.27.21,500,27,5,31867,No existe,57649,498814,4171279
1.27.22,524,27,5,23097,No existe,67043,499780,4165989
1.27.35,1125,27,5,No existe,60376,176595,544210,4198008
1.27.39,934,27,5,No existe,33704,152857,534415,4183109
1.27.42,1126,27,5,No existe,4587,172857,533063,4197327
1.27.43,1178,27,5,No existe,6901,175142,533693,4199215
1.27.45,925,27,5,4436,49803,159058,529324,4187652
1.27.46,846,27,5,9723,44614,153869,528644,4183349
1.27.47,961,27,5,No existe,2952,147113,520454,4190414
1.27.48,1209,27,5,No existe,9256,153417,522359,4195500
1.27.52,769,27,5,No existe,27848,145293,535125,4175863
1.27.53,805,27,5,No existe,32989,150434,538514,4177638
1.27.54,805,27,5,No existe,25778,145745,532797,4177580
1.27.55,762,27,5,19997,34340,143595,530593,4177016
1.27.56,716,27,5,28634,26101,134894,529763,4170504
1.27.57,683,27,5,37385,16953,126143,527178,4164939
1.27.58,792,27,5,No existe,22070,131260,524472,4148213
1.27.59,675,27,5,No existe,9768,118958,524629,4158329
1.27.60,716,27,5,No existe,14900,124090,526200,4154903
1.27.61,783,27,5,No existe,16533,128545,515487,4176294
1.27.62,792,27,5,4111,22858,134870,519632,4181339
1.27.63,748,27,5,9822,17147,129159,518254,4177556
1.27.64,660,27,5,23367,3602,115614,519729,4167384
1.27.65,688,27,5,18389,8581,120593,518659,4171031
1.27.66,752,27,5,5378,14966,125238,507972,4175382
1.27.67,693,27,5,10870,9474,119151,508670,4170550
1.27.68,1412,27,5,No existe,10265,146672,506697,4191257
1.27.71,1109,27,5,No existe,7562,143969,510541,4191511
1.27.74,1296,27,5,No existe,36596,141377,493622,4112140
1.27.75,1239,27,5,No existe,35360,140142,485364,4114570
1.27.81,861,27,5,2674,63067,121607,479529,4130857
1.27.82,822,27,5,8560,57258,115797,483455,4133570
1.27.83,986,27,5,No existe,2182,131885,471423,4128040
1.27.84,1182,27,5,No existe,12378,142081,463409,4129586
1.27.89,795,27,5,No existe,26552,106513,481951,4145263
1.27.91,690,27,5,29521,36296,94650,488696,4149782
1.27.93,550,27,5,11555,54098,78694,500005,4157814
1.27.94,568,27,5,4201,61452,85991,502268,4156410
1.27.96,899,27,5,No existe,57523,111019,474093,4160003
1.27.97,575,27,5,No existe,23145,76642,495950,4163575
1.28.1,393,28.1,0,No existe,No existe,9800,475781,4193460
1.28.2,600,28.1,0,No existe,No existe,31790,471492,4179662
1.28.3,794,28.1,0,No existe,No existe,44239,466180,4172172
1.28.4,367,28.2,0,No existe,No existe,6445,459291,4193476
1.28.5,484,28.2,0,No existe,No existe,16558,462078,4186068
1.28.6,386,28.3,0,No existe,No existe,7138,451236,4195164
1.28.7,564,28.3,0,No existe,No existe,16917,452742,4187823
1.28.8,307,28.4,0,No existe,No existe,4331,440884,4196923
1.28.9,364,28.4,0,No existe,No existe,8834,441301,4193533
1.29.2,835,29,1,No existe,2989,65123,438627,4161651
1.29.6,668,29,1,No existe,52678,67520,446920,4165267
1.29.7,765,29,1,No existe,56151,70985,451453,4166845
1.29.8,772,29,1,No existe,57142,71930,450732,4170528
1.29.9,559,29,1,No existe,43998,58835,444274,4172085
1.29.10,447,29,1,No existe,31318,46390,439934,4178674
1.29.11,685,29,1,No existe,22653,56890,428667,4170126
1.29.12,621,29,1,No existe,22460,56695,426147,4171548
1.29.13,540,29,1,No existe,16236,50446,429669,4174127
1.29.14,407,29,1,15351,No existe,42259,433609,4178190
1.29.15,311,29,1,37764,No existe,19857,433586,4191523
1.29.16,363,29,1,24789,No existe,32847,434100,4184315
1.29.19,242,29,1,54960,No existe,3006,431504,4202796
1.29.20,263,29,1,49292,No existe,8630,432002,4199517
1.30.8,256,30.1,0,No existe,No existe,32229,415893,4199994
1.30.9,275,30.1,0,No existe,No existe,37995,419482,4197913
1.30.10,218,30.1,0,No existe,No existe,14632,405583,4206910
1.30.11,235,30.1,0,No existe,No existe,25648,410898,4200572
1.30.12,187,30.1,0,No existe,No existe,4315,399447,4209982
1.30.13,309,30.2,0,No existe,No existe,40806,399194,4183572
1.30.15,447,30.2,0,No existe,No existe,63211,408794,4170789
1.30.17,337,30.2,0,No existe,No existe,45231,404724,4182354
1.30.20,263,30.2,0,No existe,No existe,30056,394592,4188000
1.30.24,247,30.2,0,No existe,No existe,28957,391873,4188229
1.30.26,179,30.2,0,No existe,No existe,7859,390292,4202461
1.30.28,175,30.3,0,No existe,No existe,4314,384368,4204821
1.30.29,153,30.4,0,No existe,No existe,3240,373957,4202339
1.30.31,152,30.5,0,No existe,No existe,5596,362558,4197000
1.30.32,124,30.6,0,No existe,No existe,3990,353340,4195391
1.30.34,123,30.7,0,No existe,No existe,2244,350341,4192179
1.31.1,1052,31,2,No existe,47197,175558,423874,4156744
1.31.2,282,31,2,No existe,39480,84862,375633.36,4167015.2
1.31.3,388,31,2,No existe,49259,94643,377276.41,4160849.19
1.31.4,327,31,2,No existe,42244,91337,381539.4,4164335.24
1.31.7,786,31,2,No existe,46681,175041,417942,4150727
1.31.9,522,31,2,No existe,25877,154211,403838,4147720
1.31.11,440,31,2,No existe,17143,145470,403007,4152612
1.31.12,611,31,2,No existe,35843,164187,416367,4157054
1.31.13,536,31,2,No existe,25966,154299,409107.54,4155314.43
1.31.14,623,31,2,No existe,36857,165167,416813,4154835
1.31.15,403,31,2,No existe,11274,139593,401288,4156483
1.31.17,641,31,2,No existe,6746,162075,419900,4164528
1.31.18,638,31,2,No existe,8311,163562,419463,4160292
1.31.19,853,31,2,No existe,16381,171637,425726,4160382
1.31.21,612,31,2,No existe,4080,159339,417717,4166171
1.31.22,389,31,2,17440,5928,131497,400048,4166301
1.31.23,464,31,2,4563,18791,144386,407450,4166864
1.31.24,554,31,2,No existe,1543,156806,416302,4164192
1.31.26,601,31,2,No existe,34266,162592,395548,4140847
1.31.27,521,31,2,No existe,31317,159654,387769.55,4146978.24
1.31.28,466,31,2,No existe,23772,152098,392423.54,4149318.28
1.31.30,515,31,2,No existe,30290,158600,390334.56,4145910.25
1.31.32,383,31,2,No existe,9358,137694,395548,4157124
1.31.33,421,31,2,No existe,15713,144048,396262,4153129
1.31.34,245,31,2,27608,No existe,88389,380342.34,4170559.24
1.31.35,269,31,2,16276,No existe,99731,387074.35,4171818.3
1.31.36,290,31,2,4761,No existe,111319,391567.39,4169246.33
1.31.37,194,31,2,56453,No existe,59574,366697.27,4175844.15
1.31.38,222,31,2,39639,No existe,76059,374267.32,4171210.2
1.31.40,279,31,2,No existe,95925,60799,362740.35,4164220.09
1.31.44,207,31,2,No existe,72487,62171,370070,4178238
1.31.45,171,31,2,67778,No existe,48254,361365.23,4178702.12
1.31.46,180,31,2,No existe,76898,47953,360684.22,4179373.12
1.31.47,162,31,2,73172,No existe,42867,358354.23,4177145.09
1.31.48,154,31,2,77157,No existe,38878,355205.23,4176746.07
1.31.50,143,31,2,85277,No existe,30760,352880.19,4180548.06
1.31.51,129,31,2,93293,No existe,22743,349471.16,4183984.04
1.31.52,92,31,2,109708,No existe,6314,340156,4187958
1.31.53,109,31,2,102256,No existe,13782,343888,4184847
1.32.1,87,32.4,0,No existe,No existe,5713,309697,4178224
1.32.2,162,32.4,0,No existe,No existe,17714,316780,4170763
1.32.3,89,32.3,0,No existe,No existe,3410,315118,4181014
1.32.4,94,32.1,0,No existe,No existe,6218,324829,4183432
1.32.5,151,32.1,0,No existe,No existe,17638,330362,4178153
1.32.7,159,32.2,0,No existe,No existe,18377,325496,4172219
1.32.9,192,32.2,0,No existe,No existe,26941,334280,4173142
1.32.10,82,32.2,0,No existe,No existe,4304,321458,4182545
1.32.11,110,32.2,0,No existe,No existe,10507,324362,4178812
1.33.2,316,33,8,4465,44267,206707,374201,4127040
1.33.3,308,33,8,10698,38034,200474,370324,4124884
1.33.4,252,33,8,42708,16925,168464,356275,4124439
1.33.5,282,33,8,29871,18469,181302,361758,4123972
1.33.6,296,33,8,20910,28025,190263,366130,4122891
1.33.7,212,33,8,9926,371,147549,352376,4131966
1.33.8,217,33,8,4009,6288,153290,353210,4130181
1.33.11,562,33,8,No existe,60926,203338,382382,4140761
1.33.12,395,33,8,No existe,45596,187809,374181,4132317
1.33.13,330,33,8,No existe,30656,172869,365968,4130166
1.33.14,480,33,8,No existe,55301,197713,377793.5882,4138146.133
1.33.15,287,33,8,No existe,21073,163181,361947.5683,4134889.002
1.33.16,233,33,8,No existe,7324,149559,355788.5455,4135576.956
1.33.17,304,33,8,No existe,11523,153862,358445.5018,4142275.996
1.33.18,260,33,8,No existe,6122,148461,354601.507,4140167.961
1.33.23,446,33,8,No existe,127611,165532,373125.4994,4147954.125
1.33.26,291,33,8,No existe,108312,145970,359042.4393,4150654.025
1.33.27,245,33,8,No existe,94421,132342,353230.3905,4154912.992
1.33.28,203,33,8,No existe,79970,117703,344609.3898,4151865.918
1.33.29,148,33,8,No existe,61016,98532,335905.3602,4152573.854
1.33.36,226,33,8,No existe,14299,132606,343943.5238,4134002.862
1.33.39,125,33,8,41484,No existe,94430,331571,4149142
1.33.40,144,33,8,25486,No existe,110428,337373,4143293
1.33.41,160,33,8,14004,No existe,121733,342124,4139916
1.33.42,110,33,8,No existe,69485,74908,320612,4151392
1.33.47,137,33,8,No existe,80701,83258,319635,4146077
1.33.51,67,33,8,106443,No existe,30430,307198,4169655
1.33.52,81,33,8,88669,No existe,48267,312620,4165909
1.33.53,88,33,8,75233,No existe,61704,316603,4159107
1.33.54,1675,33,8,No existe,43900,335282,457982,4102331
1.33.55,977,33,8,No existe,35442,326667,451573,4102944
1.33.57,671,33,8,No existe,21380,312606,441562,4110310
1.33.58,954,33,8,No existe,23415,322136,452102,4107833
1.33.60,1290,33,8,No existe,28461,327440,458572,4107849
1.33.61,1642,33,8,No existe,14439,343703,470980,4105831
1.33.62,1400,33,8,No existe,7093,336358,465949,4108936
1.33.63,1282,33,8,No existe,7558,336823,466955,4112998
1.33.64,1751,33,8,No existe,15181,344446,473756,4112476
1.33.65,1997,33,8,No existe,19156,343399,472760,4108953
1.33.66,1156,33,8,No existe,5858,335123,465476,4110003
1.33.67,1285,33,8,No existe,6022,337712,467230,4117754
1.33.68,1152,33,8,No existe,3167,335903,464671,4120303
1.33.69,821,33,8,3747,8887,326747,458219,4116403
1.33.70,699,33,8,7461,45445,317539,450748,4112930
1.33.71,787,33,8,1563,51343,323437,456193,4113350
1.33.73,927,33,8,No existe,37907,352069,457629,4150071
1.33.75,864,33,8,No existe,32737,346899,457597,4145377
1.33.76,819,33,8,No existe,26250,340412,452867,4142654
1.33.77,680,33,8,No existe,7992,322154,445567,4131383
1.33.78,734,33,8,No existe,17463,331625,451841,4136202
1.33.81,780,33,8,No existe,23740,337902,454850,4139872
1.33.83,710,33,8,No existe,4244,317280,444268,4125461
1.33.84,453,33,8,No existe,2823,235381,394213,4126813
1.33.85,552,33,8,No existe,10584,243142,396931,4131111
1.33.89,508,33,8,No existe,30542,267204,404899,4120542
1.33.93,857,33,8,No existe,3535,335778,435779,4145632
1.33.94,862,33,8,No existe,44939,329471,426045,4146169
1.33.95,893,33,8,No existe,22144,324618,453778,4117583
1.33.96,771,33,8,No existe,16060,318661,450523,4115182
1.33.97,638,33,8,14599,37898,310401,444017,4113547
1.33.100,577,33,8,No existe,28851,301223,434179,4115599
1.33.102,539,33,8,30618,22254,294382,430011,4118911
1.33.103,905,33,8,No existe,10526,343623,444901,4147917
1.33.104,912,33,8,No existe,10645,343743,442974,4148397
1.33.105,852,33,8,No existe,5063,338161,442320,4144009
1.33.106,706,33,8,3527,15003,325034,437469,4136943
1.33.107,636,33,8,13170,5450,315391,438049,4129433
1.33.108,550,33,8,No existe,19256,299069,432078,4120888
1.33.111,589,33,8,5084,48082,306380,436356,4124321
1.33.112,706,33,8,No existe,34579,307575,425926,4129549
1.33.113,570,33,8,No existe,24155,297082,424813,4122203
1.33.120,753,33,8,No existe,32078,315802,428791,4136203
1.33.121,585,33,8,No existe,21449,305172,432299,4128302
1.33.122,678,33,8,No existe,31995,299226,426567,4109582
1.33.123,571,33,8,No existe,25988,293220,427208,4114913
1.33.125,500,33,8,34964,40342,276897,417489,4117390
1.33.126,517,33,8,26135,49231,285786,423503,4117781
1.33.127,490,33,8,44328,31039,267594,412293,4118711
1.33.128,887,33,8,No existe,3119,308337,421404,4087352
1.33.129,904,33,8,No existe,4684,310138,424870,4086891
1.33.130,891,33,8,No existe,4269,309723,423215,4086558
1.33.131,971,33,8,No existe,9261,313997,430217,4087565
1.33.132,1016,33,8,No existe,9094,313830,428094,4085809
1.33.134,863,33,8,No existe,2784,307519,425413,4090178
1.33.135,634,33,8,18370,43597,280650,416606,4109421
1.33.136,712,33,8,6041,55921,292974,418812,4099783
1.33.137,914,33,8,No existe,49720,300765,413455,4091627
1.33.138,753,33,8,No existe,39290,290407,413364,4099737
1.33.139,677,33,8,No existe,29469,280587,412849,4108511
1.33.141,541,33,8,No existe,19893,256839,405460,4111339
1.33.147,421,33,8,58145,3578,240129,396131,4116705
1.33.148,454,33,8,50214,11508,248246,400979,4114216
1.33.151,490,33,8,No existe,7495,244046,392770,4113220
1.34.1,106,34.1,1,1574.090218,No existe,15068.20591,299149,4166040
1.34.3,105,34.1,1,No existe,15265.5882,21098.15674,298400,4158278
1.34.7,60,34.2,0,No existe,No existe,5702.680179,288468,4167373
1.34.10,74,34.3,0,No existe,No existe,10924.81454,283968,4163533
1.34.12,106,34.3,0,No existe,No existe,16514.89745,286780,4160026
1.34.13,48,34.3,0,No existe,No existe,4954.047368,281119,4167009
1.34.14,60,34.4,0,No existe,No existe,8374.571857,277983,4163178
1.35.1,401,35,1,No existe,25095.24089,148643.2268,312818,4097362
1.35.3,577,35,1,No existe,38097.49332,161645.4792,313171,4090992
1.35.5,257,35,1,No existe,15664.53766,119911.9801,290971,4113335
1.35.6,313,35,1,No existe,25323.80919,129571.2516,295442,4108183
1.35.7,195,35,1,4118.836343,No existe,113009.0755,298231,4112806
1.35.8,158,35,1,15426.82946,No existe,101701.0824,296564,4117862
1.35.9,127,35,1,29859.61045,No existe,87393.28197,292178,4127316
1.35.10,96,35,1,No existe,51108.39169,69254.36502,289369,4136593
1.35.11,82,35,1,55104.69036,No existe,62148.20206,287074,4139951
1.35.14,172,35,1,No existe,90516.23395,90772.03408,301296,4121956
1.35.15,136,35,1,No existe,82183.80444,82276.51616,298255,4128834
1.35.16,107,35,1,No existe,74561.97974,74654.69146,294471,4134191
1.35.17,92,35,1,No existe,64315.79613,64649.66815,289517,4143092
1.35.19,151,35,1,No existe,88167.37273,88260.08445,304688,4133423
1.35.25,91,35,1,No existe,68067.69743,68401.56944,292973,4139732
1.35.27,63,35,1,No existe,92496.61942,39129.57385,274106,4144801
1.35.28,73,35,1,63301.90736,No existe,53950.98507,282437,4143685
1.35.31,61,35,1,78460.1542,No existe,38792.73822,275400,4146539
1.35.32,36,35,1,103478.3056,No existe,13774.58679,270516,4159715
1.35.33,44,35,1,92030.33634,No existe,25222.55608,273104,4154010
1.36.1,46,36.1,0,No existe,No existe,10330.03643,259665,4160518
1.36.2,25,36.1,0,No existe,No existe,4162.270071,256832,4163831
1.36.3,26,36.2,0,No existe,No existe,12960.31356,254729,4161493
1.36.4,15,36.2,0,No existe,No existe,7132.341287,248889,4162129
1.36.6,34,36.3,0,No existe,No existe,16029.51478,249660,4154501
1.36.7,38,36.4,0,No existe,No existe,17153.5877,248523,4147021
1.37.1,36,37,0,No existe,No existe,39051.53967,247262,4143573
1.37.3,258,37,0,No existe,No existe,113976.225,287424,4103854
1.37.4,199,37,0,No existe,No existe,106666.8932,285224,4107013
1.37.5,189,37,0,No existe,No existe,105895.5742,283274,4104058
1.37.6,106,37,0,No existe,No existe,84902.74062,274093,4114904
1.37.8,158,37,0,No existe,No existe,99024.42895,280940,4108291
1.37.9,92,37,0,No existe,No existe,81205.57657,272437,4118644
1.37.11,71,37,0,No existe,No existe,74474.41106,268928,4121733
1.37.12,108,37,0,No existe,No existe,87349.98823,279104,4121285
1.37.13,67,37,0,No existe,No existe,72641.33793,268744,4124338
1.37.14,79,37,0,No existe,No existe,79668.62075,273915,4122813
1.37.15,50,37,0,No existe,No existe,65143.71294,265385,4126918
1.37.18,44,37,0,No existe,No existe,56306.13623,259602,4130299
1.37.19,33,37,0,No existe,No existe,49129.13011,256033,4132724
1.37.20,50,37,0,No existe,No existe,64704.36911,265573,4136448
1.37.21,52,37,0,No existe,No existe,67955.30976,268037,4135277
1.37.22,67,37,0,No existe,No existe,77547.60488,273903,4132536
1.37.23,42,37,0,No existe,No existe,52241.1743,257567,4136445
1.37.25,26,37,0,No existe,No existe,42928.44657,251670,4133098
1.37.26,42,37,0,No existe,No existe,52174.81908,254370,4128683
1.37.27,64,37,0,No existe,No existe,66130.27167,262161,4120710
1.37.29,14,37,0,No existe,No existe,31998.29683,244835,4137857
1.38.5,2,38,0,No existe,No existe,13613.82266,236864,4120185
1.39.1,57,39,1,No existe,7376.608822,48233.75383,260553,4097834
1.39.2,156,39,1,No existe,20060.13041,65877.08372,276659,4100864
1.39.3,84,39,1,No existe,8856.441046,54673.39436,268304,4100269
1.39.4,72,39,1,No existe,6099.40313,51916.35644,265328,4097076
1.39.5,103,39,1,No existe,11312.34262,57129.29593,266212,4093806
1.39.6,128,39,1,No existe,11205.42884,57022.38215,268735,4095585
1.39.7,62,39,1,No existe,3824.34165,46273.67064,256614,4095332
1.39.8,56,39,1,No existe,1296.396832,47113.35015,262495,4099416
1.39.13,12,39,1,12026.18446,No existe,22926.04925,245877,4108642
1.39.14,2,39,1,24522.23115,No existe,10436.47768,234314,4108943
1.40.1,11,40.1,0,No existe,No existe,40642.40072,245630,4103426
1.40.3,39,40.1,0,No existe,No existe,41073.63854,244185,4090560
1.40.4,13,40.1,0,No existe,No existe,33862.36779,240325,4093755
1.40.5,33,40.1,0,No existe,No existe,41785.62048,239772,4086141
1.40.6,10,40.1,0,No existe,No existe,33592.8939,237373,4089964
1.40.7,3,40.1,0,No existe,No existe,30539.89807,231933.0398,4091448.499
1.40.8,0,40.1,0,No existe,No existe,27484.35234,234838,4093602
1.40.13,4,40.1,0,No existe,No existe,22541.14032,217092.9732,4074086.246
1.40.14,1,40.1,0,No existe,No existe,14844.50786,220404.753,4081239.905
1.40.17,0,40.2,0,No existe,No existe,11024.41539,208769.6434,4079097.236
1.41.10,2,41,0,No existe,No existe,25181.32011,193285.0882,4108657.304
1.41.12,12,41,0,No existe,No existe,35015.38859,193134.7064,4118995.916
1.41.22,16,41,0,No existe,No existe,41057.35452,185986.2834,4119581.408
